missing;day_number;year;CODE;sv_date_from_db;temp;station;Tidsutsnitt:;;;;
;248;1999;1999248;05.09.1999;18.1;Hemse;;;;;
;249;1999;1999249;06.09.1999;15.6;Hemse;;;;;
1;250;1999;1999250;;NA;Hemse;;;;;
1;251;1999;1999251;;NA;Hemse;;;;;
1;252;1999;1999252;;NA;Hemse;;;;;
1;253;1999;1999253;;NA;Hemse;;;;;
1;254;1999;1999254;;NA;Hemse;;;;;
1;255;1999;1999255;;NA;Hemse;;;;;
1;256;1999;1999256;;NA;Hemse;;;;;
1;257;1999;1999257;;NA;Hemse;;;;;
;258;1999;1999258;15.09.1999;10.6;Hemse;;;;;
;259;1999;1999259;16.09.1999;12.3;Hemse;;;;;
;260;1999;1999260;17.09.1999;13.5;Hemse;;;;;
;261;1999;1999261;18.09.1999;15.9;Hemse;;;;;
;262;1999;1999262;19.09.1999;16.9;Hemse;;;;;
;263;1999;1999263;20.09.1999;16.8;Hemse;;;;;
;264;1999;1999264;21.09.1999;16.3;Hemse;;;;;
;265;1999;1999265;22.09.1999;16.1;Hemse;;;;;
;266;1999;1999266;23.09.1999;16.4;Hemse;;;;;
;267;1999;1999267;24.09.1999;16.5;Hemse;;;;;
;268;1999;1999268;25.09.1999;16.1;Hemse;;;;;
;269;1999;1999269;26.09.1999;14.9;Hemse;;;;;
;270;1999;1999270;27.09.1999;14.4;Hemse;;;;;
;271;1999;1999271;28.09.1999;14.9;Hemse;;;;;
;272;1999;1999272;29.09.1999;15.2;Hemse;;;;;
;273;1999;1999273;30.09.1999;15;Hemse;;;;;
;274;1999;1999274;01.10.1999;13.5;Hemse;;;;;
;275;1999;1999275;02.10.1999;14.5;Hemse;;;;;
;276;1999;1999276;03.10.1999;12.6;Hemse;;;;;
;277;1999;1999277;04.10.1999;12.7;Hemse;;;;;
;278;1999;1999278;05.10.1999;9.5;Hemse;;;;;
;279;1999;1999279;06.10.1999;10.1;Hemse;;;;;
;280;1999;1999280;07.10.1999;9.7;Hemse;;;;;
;281;1999;1999281;08.10.1999;9.9;Hemse;;;;;
;282;1999;1999282;09.10.1999;8.1;Hemse;;;;;
;283;1999;1999283;10.10.1999;7;Hemse;;;;;
;284;1999;1999284;11.10.1999;11;Hemse;;;;;
;285;1999;1999285;12.10.1999;10.8;Hemse;;;;;
;286;1999;1999286;13.10.1999;9.2;Hemse;;;;;
;287;1999;1999287;14.10.1999;7.3;Hemse;;;;;
;288;1999;1999288;15.10.1999;7.2;Hemse;;;;;
;289;1999;1999289;16.10.1999;6.3;Hemse;;;;;
;290;1999;1999290;17.10.1999;5;Hemse;;;;;
;291;1999;1999291;18.10.1999;5.7;Hemse;;;;;
;292;1999;1999292;19.10.1999;4.5;Hemse;;;;;
;293;1999;1999293;20.10.1999;4.4;Hemse;;;;;
;294;1999;1999294;21.10.1999;4.2;Hemse;;;;;
;295;1999;1999295;22.10.1999;5.9;Hemse;;;;;
;296;1999;1999296;23.10.1999;7.5;Hemse;;;;;
;297;1999;1999297;24.10.1999;8.4;Hemse;;;;;
;298;1999;1999298;25.10.1999;9.7;Hemse;;;;;
;299;1999;1999299;26.10.1999;9.8;Hemse;;;;;
;300;1999;1999300;27.10.1999;9.1;Hemse;;;;;
;301;1999;1999301;28.10.1999;7.8;Hemse;;;;;
;302;1999;1999302;29.10.1999;8.3;Hemse;;;;;
;303;1999;1999303;30.10.1999;7.8;Hemse;;;;;
;304;1999;1999304;31.10.1999;8.4;Hemse;;;;;
;305;1999;1999305;01.11.1999;9.6;Hemse;;;;;
;306;1999;1999306;02.11.1999;10.8;Hemse;;;;;
;307;1999;1999307;03.11.1999;8.4;Hemse;;;;;
;308;1999;1999308;04.11.1999;9.3;Hemse;;;;;
;309;1999;1999309;05.11.1999;7.7;Hemse;;;;;
;310;1999;1999310;06.11.1999;7.6;Hemse;;;;;
;311;1999;1999311;07.11.1999;7.4;Hemse;;;;;
;312;1999;1999312;08.11.1999;6.9;Hemse;;;;;
;313;1999;1999313;09.11.1999;7.6;Hemse;;;;;
;314;1999;1999314;10.11.1999;3.6;Hemse;;;;;
;315;1999;1999315;11.11.1999;4.3;Hemse;;;;;
;316;1999;1999316;12.11.1999;8;Hemse;;;;;
;317;1999;1999317;13.11.1999;7.3;Hemse;;;;;
;318;1999;1999318;14.11.1999;1.5;Hemse;;;;;
;319;1999;1999319;15.11.1999;-2.2;Hemse;;;;;
;320;1999;1999320;16.11.1999;1.9;Hemse;;;;;
;321;1999;1999321;17.11.1999;2;Hemse;;;;;
;322;1999;1999322;18.11.1999;2.7;Hemse;;;;;
;323;1999;1999323;19.11.1999;0.5;Hemse;;;;;
;324;1999;1999324;20.11.1999;-0.2;Hemse;;;;;
;325;1999;1999325;21.11.1999;-0.5;Hemse;;;;;
;326;1999;1999326;22.11.1999;-0.9;Hemse;;;;;
;327;1999;1999327;23.11.1999;-6.5;Hemse;;;;;
;328;1999;1999328;24.11.1999;-7;Hemse;;;;;
;329;1999;1999329;25.11.1999;3;Hemse;;;;;
;330;1999;1999330;26.11.1999;5.6;Hemse;;;;;
;331;1999;1999331;27.11.1999;6.8;Hemse;;;;;
;332;1999;1999332;28.11.1999;5.4;Hemse;;;;;
;333;1999;1999333;29.11.1999;7.1;Hemse;;;;;
;334;1999;1999334;30.11.1999;2.6;Hemse;;;;;
;335;1999;1999335;01.12.1999;5.6;Hemse;;;;;
;336;1999;1999336;02.12.1999;2.5;Hemse;;;;;
;337;1999;1999337;03.12.1999;2.8;Hemse;;;;;
;338;1999;1999338;04.12.1999;2.4;Hemse;;;;;
;339;1999;1999339;05.12.1999;-4.8;Hemse;;;;;
;340;1999;1999340;06.12.1999;0.8;Hemse;;;;;
;341;1999;1999341;07.12.1999;5.9;Hemse;;;;;
;342;1999;1999342;08.12.1999;3.5;Hemse;;;;;
;343;1999;1999343;09.12.1999;5;Hemse;;;;;
;344;1999;1999344;10.12.1999;5.3;Hemse;;;;;
;345;1999;1999345;11.12.1999;4.1;Hemse;;;;;
;346;1999;1999346;12.12.1999;5.8;Hemse;;;;;
;347;1999;1999347;13.12.1999;0.5;Hemse;;;;;
;348;1999;1999348;14.12.1999;-0.3;Hemse;;;;;
;349;1999;1999349;15.12.1999;0.1;Hemse;;;;;
;350;1999;1999350;16.12.1999;-5.4;Hemse;;;;;
;351;1999;1999351;17.12.1999;1;Hemse;;;;;
;352;1999;1999352;18.12.1999;1.2;Hemse;;;;;
;353;1999;1999353;19.12.1999;-1.6;Hemse;;;;;
;354;1999;1999354;20.12.1999;-4.5;Hemse;;;;;
;355;1999;1999355;21.12.1999;-3.6;Hemse;;;;;
;356;1999;1999356;22.12.1999;-1.4;Hemse;;;;;
;357;1999;1999357;23.12.1999;0.6;Hemse;;;;;
;358;1999;1999358;24.12.1999;2.5;Hemse;;;;;
;359;1999;1999359;25.12.1999;2.9;Hemse;;;;;
;360;1999;1999360;26.12.1999;2.7;Hemse;;;;;
;361;1999;1999361;27.12.1999;0.9;Hemse;;;;;
;362;1999;1999362;28.12.1999;-1.3;Hemse;;;;;
;363;1999;1999363;29.12.1999;-2.4;Hemse;;;;;
;364;1999;1999364;30.12.1999;-2.5;Hemse;;;;;
;365;1999;1999365;31.12.1999;-2.8;Hemse;;;;;
;001;2000;2000001;01.01.2000;0.2;Hemse;;;;;
;002;2000;2000002;02.01.2000;2.6;Hemse;;;;;
;003;2000;2000003;03.01.2000;2.3;Hemse;;;;;
;004;2000;2000004;04.01.2000;3.9;Hemse;;;;;
;005;2000;2000005;05.01.2000;-0.5;Hemse;;;;;
;006;2000;2000006;06.01.2000;1.9;Hemse;;;;;
;007;2000;2000007;07.01.2000;2.4;Hemse;;;;;
;008;2000;2000008;08.01.2000;3.7;Hemse;;;;;
;009;2000;2000009;09.01.2000;2.7;Hemse;;;;;
;010;2000;2000010;10.01.2000;0.7;Hemse;;;;;
;011;2000;2000011;11.01.2000;2.2;Hemse;;;;;
;012;2000;2000012;12.01.2000;3.4;Hemse;;;;;
;013;2000;2000013;13.01.2000;2.9;Hemse;;;;;
;014;2000;2000014;14.01.2000;1.4;Hemse;;;;;
;015;2000;2000015;15.01.2000;-0.6;Hemse;;;;;
;016;2000;2000016;16.01.2000;0.5;Hemse;;;;;
;017;2000;2000017;17.01.2000;3.3;Hemse;;;;;
;018;2000;2000018;18.01.2000;0.5;Hemse;;;;;
;019;2000;2000019;19.01.2000;-1.5;Hemse;;;;;
;020;2000;2000020;20.01.2000;0.6;Hemse;;;;;
;021;2000;2000021;21.01.2000;-3.8;Hemse;;;;;
;022;2000;2000022;22.01.2000;-12;Hemse;;;;;
;023;2000;2000023;23.01.2000;-9.5;Hemse;;;;;
;024;2000;2000024;24.01.2000;-11;Hemse;;;;;
;025;2000;2000025;25.01.2000;-2.2;Hemse;;;;;
;026;2000;2000026;26.01.2000;-1.1;Hemse;;;;;
;027;2000;2000027;27.01.2000;0.6;Hemse;;;;;
;028;2000;2000028;28.01.2000;1.1;Hemse;;;;;
;029;2000;2000029;29.01.2000;2.3;Hemse;;;;;
;030;2000;2000030;30.01.2000;2.2;Hemse;;;;;
;031;2000;2000031;31.01.2000;-2.5;Hemse;;;;;
;032;2000;2000032;01.02.2000;-1;Hemse;;;;;
;033;2000;2000033;02.02.2000;2.6;Hemse;;;;;
;034;2000;2000034;03.02.2000;-0.8;Hemse;;;;;
;035;2000;2000035;04.02.2000;2;Hemse;;;;;
;036;2000;2000036;05.02.2000;2.6;Hemse;;;;;
;037;2000;2000037;06.02.2000;4.7;Hemse;;;;;
;038;2000;2000038;07.02.2000;3.4;Hemse;;;;;
;039;2000;2000039;08.02.2000;4.2;Hemse;;;;;
;040;2000;2000040;09.02.2000;3.1;Hemse;;;;;
;041;2000;2000041;10.02.2000;1.5;Hemse;;;;;
;042;2000;2000042;11.02.2000;3.4;Hemse;;;;;
;043;2000;2000043;12.02.2000;2.9;Hemse;;;;;
;044;2000;2000044;13.02.2000;1.8;Hemse;;;;;
;045;2000;2000045;14.02.2000;-0.2;Hemse;;;;;
;046;2000;2000046;15.02.2000;0.4;Hemse;;;;;
;047;2000;2000047;16.02.2000;1;Hemse;;;;;
;048;2000;2000048;17.02.2000;0.3;Hemse;;;;;
;049;2000;2000049;18.02.2000;-2.2;Hemse;;;;;
;050;2000;2000050;19.02.2000;-1.5;Hemse;;;;;
;051;2000;2000051;20.02.2000;-4.2;Hemse;;;;;
;052;2000;2000052;21.02.2000;-3.8;Hemse;;;;;
;053;2000;2000053;22.02.2000;-3.6;Hemse;;;;;
;054;2000;2000054;23.02.2000;-2.2;Hemse;;;;;
;055;2000;2000055;24.02.2000;-1.7;Hemse;;;;;
;056;2000;2000056;25.02.2000;1.2;Hemse;;;;;
;057;2000;2000057;26.02.2000;0.8;Hemse;;;;;
;058;2000;2000058;27.02.2000;1.8;Hemse;;;;;
;059;2000;2000059;28.02.2000;5.2;Hemse;;;;;
;060;2000;2000060;29.02.2000;3.9;Hemse;;;;;
;061;2000;2000061;01.03.2000;3.4;Hemse;;;;;
;062;2000;2000062;02.03.2000;2.2;Hemse;;;;;
;063;2000;2000063;03.03.2000;2.5;Hemse;;;;;
;064;2000;2000064;04.03.2000;-0.2;Hemse;;;;;
;065;2000;2000065;05.03.2000;-1;Hemse;;;;;
;066;2000;2000066;06.03.2000;2.1;Hemse;;;;;
;067;2000;2000067;07.03.2000;4.1;Hemse;;;;;
;068;2000;2000068;08.03.2000;1.4;Hemse;;;;;
;069;2000;2000069;09.03.2000;0.5;Hemse;;;;;
;070;2000;2000070;10.03.2000;0.5;Hemse;;;;;
;071;2000;2000071;11.03.2000;0.4;Hemse;;;;;
;072;2000;2000072;12.03.2000;-0.3;Hemse;;;;;
;073;2000;2000073;13.03.2000;3.2;Hemse;;;;;
;074;2000;2000074;14.03.2000;3.7;Hemse;;;;;
;075;2000;2000075;15.03.2000;0;Hemse;;;;;
;076;2000;2000076;16.03.2000;-0.1;Hemse;;;;;
;077;2000;2000077;17.03.2000;-0.1;Hemse;;;;;
;078;2000;2000078;18.03.2000;0.8;Hemse;;;;;
;079;2000;2000079;19.03.2000;1.2;Hemse;;;;;
;080;2000;2000080;20.03.2000;5.2;Hemse;;;;;
;081;2000;2000081;21.03.2000;6.1;Hemse;;;;;
;082;2000;2000082;22.03.2000;5;Hemse;;;;;
;083;2000;2000083;23.03.2000;1.5;Hemse;;;;;
;084;2000;2000084;24.03.2000;0.8;Hemse;;;;;
;085;2000;2000085;25.03.2000;2;Hemse;;;;;
;086;2000;2000086;26.03.2000;3;Hemse;;;;;
;087;2000;2000087;27.03.2000;0.9;Hemse;;;;;
;088;2000;2000088;28.03.2000;1.1;Hemse;;;;;
;089;2000;2000089;29.03.2000;1.2;Hemse;;;;;
;090;2000;2000090;30.03.2000;2.4;Hemse;;;;;
;091;2000;2000091;31.03.2000;4;Hemse;;;;;
;092;2000;2000092;01.04.2000;4.8;Hemse;;;;;
;093;2000;2000093;02.04.2000;3.2;Hemse;;;;;
;094;2000;2000094;03.04.2000;3.8;Hemse;;;;;
;095;2000;2000095;04.04.2000;5.6;Hemse;;;;;
;096;2000;2000096;05.04.2000;0.4;Hemse;;;;;
;097;2000;2000097;06.04.2000;2.3;Hemse;;;;;
;098;2000;2000098;07.04.2000;1.3;Hemse;;;;;
;099;2000;2000099;08.04.2000;1.4;Hemse;;;;;
;100;2000;2000100;09.04.2000;1.5;Hemse;;;;;
;101;2000;2000101;10.04.2000;2;Hemse;;;;;
;102;2000;2000102;11.04.2000;4.8;Hemse;;;;;
;103;2000;2000103;12.04.2000;6.6;Hemse;;;;;
;104;2000;2000104;13.04.2000;5.9;Hemse;;;;;
;105;2000;2000105;14.04.2000;5.9;Hemse;;;;;
;106;2000;2000106;15.04.2000;6.1;Hemse;;;;;
;107;2000;2000107;16.04.2000;7.8;Hemse;;;;;
;108;2000;2000108;17.04.2000;7.4;Hemse;;;;;
;109;2000;2000109;18.04.2000;8.6;Hemse;;;;;
;110;2000;2000110;19.04.2000;8.5;Hemse;;;;;
;111;2000;2000111;20.04.2000;10.7;Hemse;;;;;
;112;2000;2000112;21.04.2000;8.9;Hemse;;;;;
;113;2000;2000113;22.04.2000;11.8;Hemse;;;;;
;114;2000;2000114;23.04.2000;11.3;Hemse;;;;;
;115;2000;2000115;24.04.2000;14.8;Hemse;;;;;
;116;2000;2000116;25.04.2000;12.1;Hemse;;;;;
;117;2000;2000117;26.04.2000;7.8;Hemse;;;;;
;118;2000;2000118;27.04.2000;11;Hemse;;;;;
;119;2000;2000119;28.04.2000;13.2;Hemse;;;;;
;120;2000;2000120;29.04.2000;15.2;Hemse;;;;;
;121;2000;2000121;30.04.2000;15.4;Hemse;;;;;
;122;2000;2000122;01.05.2000;7.6;Hemse;;;;;
;123;2000;2000123;02.05.2000;5.3;Hemse;;;;;
;124;2000;2000124;03.05.2000;8.3;Hemse;;;;;
;125;2000;2000125;04.05.2000;9.3;Hemse;;;;;
;126;2000;2000126;05.05.2000;7.7;Hemse;;;;;
;127;2000;2000127;06.05.2000;8.8;Hemse;;;;;
;128;2000;2000128;07.05.2000;7;Hemse;;;;;
;129;2000;2000129;08.05.2000;10;Hemse;;;;;
;130;2000;2000130;09.05.2000;9.7;Hemse;;;;;
;131;2000;2000131;10.05.2000;11.5;Hemse;;;;;
;132;2000;2000132;11.05.2000;12.3;Hemse;;;;;
;133;2000;2000133;12.05.2000;5.8;Hemse;;;;;
;134;2000;2000134;13.05.2000;11.4;Hemse;;;;;
;135;2000;2000135;14.05.2000;14.4;Hemse;;;;;
;136;2000;2000136;15.05.2000;15.4;Hemse;;;;;
;137;2000;2000137;16.05.2000;11.9;Hemse;;;;;
;138;2000;2000138;17.05.2000;12.8;Hemse;;;;;
;139;2000;2000139;18.05.2000;13;Hemse;;;;;
;140;2000;2000140;19.05.2000;11.9;Hemse;;;;;
;141;2000;2000141;20.05.2000;11.9;Hemse;;;;;
;142;2000;2000142;21.05.2000;12.1;Hemse;;;;;
;143;2000;2000143;22.05.2000;12.1;Hemse;;;;;
;144;2000;2000144;23.05.2000;11.9;Hemse;;;;;
;145;2000;2000145;24.05.2000;13;Hemse;;;;;
;146;2000;2000146;25.05.2000;11.8;Hemse;;;;;
;147;2000;2000147;26.05.2000;13.1;Hemse;;;;;
;148;2000;2000148;27.05.2000;11.4;Hemse;;;;;
;149;2000;2000149;28.05.2000;11.9;Hemse;;;;;
;150;2000;2000150;29.05.2000;12;Hemse;;;;;
;151;2000;2000151;30.05.2000;11.2;Hemse;;;;;
;152;2000;2000152;31.05.2000;10.6;Hemse;;;;;
;153;2000;2000153;01.06.2000;11.7;Hemse;;;;;
;154;2000;2000154;02.06.2000;12.9;Hemse;;;;;
;155;2000;2000155;03.06.2000;13.9;Hemse;;;;;
;156;2000;2000156;04.06.2000;10.8;Hemse;;;;;
;157;2000;2000157;05.06.2000;12.3;Hemse;;;;;
;158;2000;2000158;06.06.2000;8.6;Hemse;;;;;
;159;2000;2000159;07.06.2000;9.8;Hemse;;;;;
;160;2000;2000160;08.06.2000;13.1;Hemse;;;;;
;161;2000;2000161;09.06.2000;13.9;Hemse;;;;;
;162;2000;2000162;10.06.2000;12.7;Hemse;;;;;
;163;2000;2000163;11.06.2000;17.4;Hemse;;;;;
;164;2000;2000164;12.06.2000;14.7;Hemse;;;;;
;165;2000;2000165;13.06.2000;16.4;Hemse;;;;;
;166;2000;2000166;14.06.2000;14.5;Hemse;;;;;
;167;2000;2000167;15.06.2000;12.8;Hemse;;;;;
;168;2000;2000168;16.06.2000;11.9;Hemse;;;;;
;169;2000;2000169;17.06.2000;12.3;Hemse;;;;;
;170;2000;2000170;18.06.2000;12.7;Hemse;;;;;
;171;2000;2000171;19.06.2000;16.8;Hemse;;;;;
;172;2000;2000172;20.06.2000;20;Hemse;;;;;
;173;2000;2000173;21.06.2000;18;Hemse;;;;;
;174;2000;2000174;22.06.2000;18.4;Hemse;;;;;
;175;2000;2000175;23.06.2000;16.4;Hemse;;;;;
;176;2000;2000176;24.06.2000;16.4;Hemse;;;;;
;177;2000;2000177;25.06.2000;15.4;Hemse;;;;;
;178;2000;2000178;26.06.2000;13;Hemse;;;;;
;179;2000;2000179;27.06.2000;14.3;Hemse;;;;;
;180;2000;2000180;28.06.2000;14.3;Hemse;;;;;
;181;2000;2000181;29.06.2000;14.1;Hemse;;;;;
;182;2000;2000182;30.06.2000;13.4;Hemse;;;;;
;183;2000;2000183;01.07.2000;13;Hemse;;;;;
;184;2000;2000184;02.07.2000;14.1;Hemse;;;;;
;185;2000;2000185;03.07.2000;17.1;Hemse;;;;;
;186;2000;2000186;04.07.2000;17.3;Hemse;;;;;
;187;2000;2000187;05.07.2000;17.5;Hemse;;;;;
;188;2000;2000188;06.07.2000;18;Hemse;;;;;
;189;2000;2000189;07.07.2000;14.4;Hemse;;;;;
;190;2000;2000190;08.07.2000;13.8;Hemse;;;;;
;191;2000;2000191;09.07.2000;13.9;Hemse;;;;;
;192;2000;2000192;10.07.2000;13.8;Hemse;;;;;
;193;2000;2000193;11.07.2000;16.4;Hemse;;;;;
;194;2000;2000194;12.07.2000;14.5;Hemse;;;;;
;195;2000;2000195;13.07.2000;14.7;Hemse;;;;;
;196;2000;2000196;14.07.2000;15;Hemse;;;;;
;197;2000;2000197;15.07.2000;13.5;Hemse;;;;;
;198;2000;2000198;16.07.2000;15.9;Hemse;;;;;
;199;2000;2000199;17.07.2000;15.7;Hemse;;;;;
;200;2000;2000200;18.07.2000;17;Hemse;;;;;
;201;2000;2000201;19.07.2000;15.9;Hemse;;;;;
;202;2000;2000202;20.07.2000;15.2;Hemse;;;;;
;203;2000;2000203;21.07.2000;15.3;Hemse;;;;;
;204;2000;2000204;22.07.2000;17.9;Hemse;;;;;
;205;2000;2000205;23.07.2000;16.3;Hemse;;;;;
;206;2000;2000206;24.07.2000;17.1;Hemse;;;;;
;207;2000;2000207;25.07.2000;15.8;Hemse;;;;;
;208;2000;2000208;26.07.2000;16.2;Hemse;;;;;
;209;2000;2000209;27.07.2000;15;Hemse;;;;;
;210;2000;2000210;28.07.2000;14.4;Hemse;;;;;
;211;2000;2000211;29.07.2000;13.6;Hemse;;;;;
;212;2000;2000212;30.07.2000;15.9;Hemse;;;;;
;213;2000;2000213;31.07.2000;16.8;Hemse;;;;;
;214;2000;2000214;01.08.2000;18.4;Hemse;;;;;
;215;2000;2000215;02.08.2000;17.9;Hemse;;;;;
;216;2000;2000216;03.08.2000;18;Hemse;;;;;
;217;2000;2000217;04.08.2000;17;Hemse;;;;;
;218;2000;2000218;05.08.2000;17.3;Hemse;;;;;
;219;2000;2000219;06.08.2000;17.3;Hemse;;;;;
;220;2000;2000220;07.08.2000;15.4;Hemse;;;;;
;221;2000;2000221;08.08.2000;15.3;Hemse;;;;;
;222;2000;2000222;09.08.2000;14.8;Hemse;;;;;
;223;2000;2000223;10.08.2000;15.1;Hemse;;;;;
;224;2000;2000224;11.08.2000;16.6;Hemse;;;;;
;225;2000;2000225;12.08.2000;17.9;Hemse;;;;;
;226;2000;2000226;13.08.2000;18.1;Hemse;;;;;
;227;2000;2000227;14.08.2000;16.1;Hemse;;;;;
;228;2000;2000228;15.08.2000;18.3;Hemse;;;;;
;229;2000;2000229;16.08.2000;18;Hemse;;;;;
;230;2000;2000230;17.08.2000;15.6;Hemse;;;;;
;231;2000;2000231;18.08.2000;15.5;Hemse;;;;;
;232;2000;2000232;19.08.2000;15.6;Hemse;;;;;
;233;2000;2000233;20.08.2000;15.4;Hemse;;;;;
;234;2000;2000234;21.08.2000;14.7;Hemse;;;;;
;235;2000;2000235;22.08.2000;13.7;Hemse;;;;;
;236;2000;2000236;23.08.2000;14.1;Hemse;;;;;
;237;2000;2000237;24.08.2000;12.4;Hemse;;;;;
;238;2000;2000238;25.08.2000;13.8;Hemse;;;;;
;239;2000;2000239;26.08.2000;12.4;Hemse;;;;;
;240;2000;2000240;27.08.2000;13.1;Hemse;;;;;
;241;2000;2000241;28.08.2000;14.6;Hemse;;;;;
;242;2000;2000242;29.08.2000;16.9;Hemse;;;;;
;243;2000;2000243;30.08.2000;15.9;Hemse;;;;;
;244;2000;2000244;31.08.2000;12.8;Hemse;;;;;
;245;2000;2000245;01.09.2000;13.2;Hemse;;;;;
;246;2000;2000246;02.09.2000;14.3;Hemse;;;;;
;247;2000;2000247;03.09.2000;15.5;Hemse;;;;;
;248;2000;2000248;04.09.2000;12.6;Hemse;;;;;
;249;2000;2000249;05.09.2000;11.2;Hemse;;;;;
;250;2000;2000250;06.09.2000;10.4;Hemse;;;;;
;251;2000;2000251;07.09.2000;12.1;Hemse;;;;;
;252;2000;2000252;08.09.2000;13.1;Hemse;;;;;
;253;2000;2000253;09.09.2000;15.5;Hemse;;;;;
;254;2000;2000254;10.09.2000;14.2;Hemse;;;;;
;255;2000;2000255;11.09.2000;10.8;Hemse;;;;;
;256;2000;2000256;12.09.2000;10.4;Hemse;;;;;
;257;2000;2000257;13.09.2000;10.9;Hemse;;;;;
;258;2000;2000258;14.09.2000;10.9;Hemse;;;;;
;259;2000;2000259;15.09.2000;7.7;Hemse;;;;;
;260;2000;2000260;16.09.2000;8;Hemse;;;;;
;261;2000;2000261;17.09.2000;9;Hemse;;;;;
;262;2000;2000262;18.09.2000;9.9;Hemse;;;;;
;263;2000;2000263;19.09.2000;9.2;Hemse;;;;;
;264;2000;2000264;20.09.2000;9.7;Hemse;;;;;
;265;2000;2000265;21.09.2000;9.6;Hemse;;;;;
;266;2000;2000266;22.09.2000;9.2;Hemse;;;;;
;267;2000;2000267;23.09.2000;8.5;Hemse;;;;;
;268;2000;2000268;24.09.2000;8.2;Hemse;;;;;
;269;2000;2000269;25.09.2000;7.7;Hemse;;;;;
;270;2000;2000270;26.09.2000;10;Hemse;;;;;
;271;2000;2000271;27.09.2000;11.4;Hemse;;;;;
;272;2000;2000272;28.09.2000;14.1;Hemse;;;;;
;273;2000;2000273;29.09.2000;14.8;Hemse;;;;;
;274;2000;2000274;30.09.2000;13.3;Hemse;;;;;
;275;2000;2000275;01.10.2000;14.6;Hemse;;;;;
;276;2000;2000276;02.10.2000;14.5;Hemse;;;;;
;277;2000;2000277;03.10.2000;14.4;Hemse;;;;;
;278;2000;2000278;04.10.2000;11.5;Hemse;;;;;
;279;2000;2000279;05.10.2000;13.7;Hemse;;;;;
;280;2000;2000280;06.10.2000;14;Hemse;;;;;
;281;2000;2000281;07.10.2000;14;Hemse;;;;;
;282;2000;2000282;08.10.2000;13;Hemse;;;;;
;283;2000;2000283;09.10.2000;13.4;Hemse;;;;;
;284;2000;2000284;10.10.2000;10.5;Hemse;;;;;
;285;2000;2000285;11.10.2000;10.4;Hemse;;;;;
;286;2000;2000286;12.10.2000;12.2;Hemse;;;;;
;287;2000;2000287;13.10.2000;11.4;Hemse;;;;;
;288;2000;2000288;14.10.2000;9.9;Hemse;;;;;
;289;2000;2000289;15.10.2000;7.1;Hemse;;;;;
;290;2000;2000290;16.10.2000;10.8;Hemse;;;;;
;291;2000;2000291;17.10.2000;11.9;Hemse;;;;;
;292;2000;2000292;18.10.2000;10.3;Hemse;;;;;
;293;2000;2000293;19.10.2000;11.2;Hemse;;;;;
;294;2000;2000294;20.10.2000;10.6;Hemse;;;;;
;295;2000;2000295;21.10.2000;10.4;Hemse;;;;;
;296;2000;2000296;22.10.2000;11.8;Hemse;;;;;
;297;2000;2000297;23.10.2000;8.5;Hemse;;;;;
;298;2000;2000298;24.10.2000;11.4;Hemse;;;;;
;299;2000;2000299;25.10.2000;10.6;Hemse;;;;;
;300;2000;2000300;26.10.2000;10.9;Hemse;;;;;
;301;2000;2000301;27.10.2000;7;Hemse;;;;;
;302;2000;2000302;28.10.2000;6.5;Hemse;;;;;
;303;2000;2000303;29.10.2000;9.9;Hemse;;;;;
;304;2000;2000304;30.10.2000;9.4;Hemse;;;;;
;305;2000;2000305;31.10.2000;10.8;Hemse;;;;;
;306;2000;2000306;01.11.2000;9.6;Hemse;;;;;
;307;2000;2000307;02.11.2000;8;Hemse;;;;;
;308;2000;2000308;03.11.2000;8.3;Hemse;;;;;
;309;2000;2000309;04.11.2000;8.8;Hemse;;;;;
;310;2000;2000310;05.11.2000;4.7;Hemse;;;;;
;311;2000;2000311;06.11.2000;5.2;Hemse;;;;;
;312;2000;2000312;07.11.2000;8.5;Hemse;;;;;
;313;2000;2000313;08.11.2000;9.1;Hemse;;;;;
;314;2000;2000314;09.11.2000;8.6;Hemse;;;;;
;315;2000;2000315;10.11.2000;6.9;Hemse;;;;;
;316;2000;2000316;11.11.2000;7.2;Hemse;;;;;
;317;2000;2000317;12.11.2000;7.1;Hemse;;;;;
;318;2000;2000318;13.11.2000;8.2;Hemse;;;;;
;319;2000;2000319;14.11.2000;8;Hemse;;;;;
;320;2000;2000320;15.11.2000;5.9;Hemse;;;;;
;321;2000;2000321;16.11.2000;2.1;Hemse;;;;;
;322;2000;2000322;17.11.2000;3.9;Hemse;;;;;
;323;2000;2000323;18.11.2000;6.5;Hemse;;;;;
;324;2000;2000324;19.11.2000;6.6;Hemse;;;;;
;325;2000;2000325;20.11.2000;7.7;Hemse;;;;;
;326;2000;2000326;21.11.2000;7.8;Hemse;;;;;
;327;2000;2000327;22.11.2000;7.6;Hemse;;;;;
;328;2000;2000328;23.11.2000;8.1;Hemse;;;;;
;329;2000;2000329;24.11.2000;7.4;Hemse;;;;;
;330;2000;2000330;25.11.2000;6.7;Hemse;;;;;
;331;2000;2000331;26.11.2000;6;Hemse;;;;;
;332;2000;2000332;27.11.2000;5.1;Hemse;;;;;
;333;2000;2000333;28.11.2000;5.6;Hemse;;;;;
;334;2000;2000334;29.11.2000;7;Hemse;;;;;
;335;2000;2000335;30.11.2000;8;Hemse;;;;;
